method,rouge1_min,rouge1_max,rouge1_mean,rouge1_std,rouge2_min,rouge2_max,rouge2_mean,rouge2_std,rougeL_min,rougeL_max,rougeL_mean,rougeL_std,roberta_precision_min,roberta_precision_max,roberta_precision_mean,roberta_precision_std,roberta_recall_min,roberta_recall_max,roberta_recall_mean,roberta_recall_std,roberta_f1_min,roberta_f1_max,roberta_f1_mean,roberta_f1_std,deberta_precision_min,deberta_precision_max,deberta_precision_mean,deberta_precision_std,deberta_recall_min,deberta_recall_max,deberta_recall_mean,deberta_recall_std,deberta_f1_min,deberta_f1_max,deberta_f1_mean,deberta_f1_std,meteor_min,meteor_max,meteor_mean,meteor_std,bleu_min,bleu_max,bleu_mean,bleu_std,content_coverage_min,content_coverage_max,content_coverage_mean,content_coverage_std,alignscore_min,alignscore_max,alignscore_mean,alignscore_std,summac_min,summac_max,summac_mean,summac_std,factcc_min,factcc_max,factcc_mean,factcc_std,minicheck_ft5_min,minicheck_ft5_max,minicheck_ft5_mean,minicheck_ft5_std,minicheck_7b_min,minicheck_7b_max,minicheck_7b_mean,minicheck_7b_std,exec_time_min,exec_time_max,exec_time_mean,exec_time_std,length_min,length_max,length_mean,length_std,length_within_bounds_pct,length_too_short_pct,length_too_long_pct
huggingface_AlgorithmicResearchGroup/led_large_16384_arxiv_summarization,0.07692307692307693,0.6666666666666666,0.3459262298177363,0.0882996339646914,0.0,0.5033112582781456,0.11364433199164944,0.07301564444501579,0.07692307692307693,0.578512396694215,0.22013881980548858,0.07014719902192854,0.7751439809799194,0.9505534768104553,0.8493022786974906,0.021904751045683693,0.7868705987930298,0.9449303150177002,0.871276427745819,0.024150039963077515,0.7883464097976685,0.9245429039001465,0.8599313770532608,0.018513645677849237,0.46294966340065,0.8182978630065918,0.6034490367770196,0.04954489595648731,0.4094475507736206,0.8400333523750305,0.6450984592735768,0.06266410754976814,0.4821249544620514,0.821183443069458,0.6218726060986519,0.04574020155583896,0.031446540880503145,0.7345179706885857,0.24848747607469912,0.10949019071984933,1.0880258671872152e-83,0.6453559726822123,0.325767935882732,0.08876333351659169,0.2564769685268402,0.9976904392242432,0.9076664971411228,0.08728492554381008,0.0003495256241876632,0.9989653825759888,0.8509339751274383,0.1800315710198468,-0.938812255859375,0.9918017387390137,0.42589681902840026,0.35333239660519045,1.55549896589946e-05,0.9999805688858032,0.8576988896540333,0.3291894502637011,0.031177055090665817,0.9871533215045929,0.8975591364364051,0.15272371951282984,0.0,1.0,0.8561583333333334,0.2598957172228552,8.434251685142517,8.434251685142517,8.434251685142513,3.552713678800501e-15,6.0,141.0,74.479,29.04901993183247,79.3,0.4,20.3
huggingface_google/pegasus-pubmed,0.0,0.5526315789473685,0.2581762851727227,0.0857561632054678,0.0,0.2272727272727273,0.047209768755550864,0.04284420010744015,0.0,0.37037037037037035,0.15988018837509033,0.052527370380694056,0.7468793392181396,0.9055701494216919,0.8385268290042878,0.022406049707840922,0.7634824514389038,0.9138574600219727,0.8423953885436058,0.020587163973505893,0.7603827714920044,0.8981214165687561,0.8403345248103142,0.019002139600642363,0.3687286376953125,0.7077346444129944,0.5702599460184574,0.04634211240226507,0.3449244499206543,0.7483462691307068,0.579906534999609,0.04648117852974351,0.36902835965156555,0.7037539482116699,0.5743977942168713,0.042133289804908935,0.0,0.3968,0.15474932973331176,0.06176798156639952,2.1454205905019665e-79,0.6010595836306004,0.33083830261345964,0.08797909200877829,-0.021046120673418045,0.9693562984466553,0.7354338670037687,0.14093006001328592,0.0009794282959774137,0.9906629323959351,0.15951953929138835,0.18860876467132323,-0.9820919036865234,0.9592361450195312,-0.12034001728693644,0.27879339814286347,1.1500925211294089e-05,0.9999182224273682,0.35019510406318843,0.4258162067685391,0.00866760453209281,0.9860304296016693,0.37490000572639215,0.2929766410757284,0.0,1.0,0.24013333333333334,0.30572206695333953,1.014858183145523,1.014858183145523,1.0148581831455235,4.440892098500626e-16,4.0,108.0,65.123,17.274080901744092,99.3,0.2,0.5
huggingface_google/bigbird-pegasus-large-pubmed,0.0,0.4615384615384615,0.2138652169895039,0.07512222818449536,0.0,0.17999999999999997,0.030231139703944292,0.031262123400706776,0.0,0.31372549019607837,0.13453168211661204,0.04409311268294115,0.7514618635177612,0.8870729207992554,0.8302126250863076,0.020772755782617752,0.7600363492965698,0.8995304703712463,0.8328074433803558,0.020249968156163478,0.776348352432251,0.8920685648918152,0.8313947585225105,0.01809375750268742,0.404127299785614,0.7051832675933838,0.5480722936987877,0.04107588467752905,0.4240192174911499,0.7213074564933777,0.5614950304329396,0.042822814302985054,0.4395432472229004,0.6989076137542725,0.5541537321507931,0.03801130045721524,0.0,0.3858788350986545,0.13646816381430246,0.05461113542515245,0.08183608030427372,0.5138517641079673,0.2849290851291953,0.07676757703531573,0.07508571445941925,0.9676544666290283,0.6590230779349804,0.1600653535895135,0.00041048944694921374,0.9713824391365051,0.07886293589818524,0.11643234942091424,-0.8162841796875,0.94219970703125,-0.18887604134082794,0.2117414061141702,8.339960004377645e-06,0.9998823404312134,0.42284779377755966,0.4453279065288304,0.006037080194801092,0.9756410121917725,0.23841867248541787,0.23483196324975042,0.0,1.0,0.13843333333333332,0.22296135938269163,0.9080907926559448,0.9080907926559448,0.9080907926559446,2.220446049250313e-16,32.0,116.0,76.7,17.834909587659816,93.5,0.0,6.5
huggingface:completion_microsoft/biogpt,0.0,0.6875,0.22536456407608665,0.12556255402774405,0.0,0.5,0.06965440797563895,0.07618711806114556,0.0,0.5945945945945946,0.16685847679944496,0.09472289808014776,0.6930195093154907,0.9599258899688721,0.8515806951522827,0.049855918251889925,0.7498536109924316,0.9172141551971436,0.8342908859848976,0.030420042636066045,0.733747124671936,0.9201445579528809,0.8424842985272407,0.037577384522851705,0.2619044780731201,0.8491013646125793,0.6160270451903344,0.10148498623112964,0.30904310941696167,0.7572458982467651,0.5346785142421723,0.0787075997620561,0.2928663194179535,0.7806773781776428,0.5709690160453319,0.0846635337150029,0.0,0.5444214876033058,0.10371199784229856,0.07882559681196352,1.4823257380964558e-155,0.6482595426223073,0.15725667480146904,0.12527069470910918,-0.08747018128633499,0.9837949872016907,0.6635612653442658,0.24033091520209776,0.0013421784387901425,0.9986022114753723,0.7230624219807796,0.33472134789419494,-0.9330711364746094,0.9893474578857422,0.20832756185531617,0.4539961090721219,7.472570359823294e-06,0.9999827146530151,0.7530431320761208,0.39881365016821335,0.008130628615617752,0.9889715313911438,0.7689376545329578,0.3382399121444625,0.0,1.0,0.7125,0.4517673626989891,0.31043553352355957,3.417034387588501,0.9160066294670105,0.5170390692890589,3.0,127.0,27.111,21.82339751276139,77.2,20.599999999999998,2.1999999999999997
huggingface:chat_swiss-ai/Apertus-8B-Instruct-2509,0.0,0.661764705882353,0.38766190874602774,0.08734555529912139,0.0,0.4460431654676259,0.13408770678213144,0.07291560738920773,0.0,0.5,0.25046284236733235,0.07183063738238499,0.7402589321136475,0.9257581830024719,0.8679706375598908,0.019515957084784836,0.7649905681610107,0.9425262212753296,0.8840911408662796,0.022215562344518224,0.7524215579032898,0.9236039519309998,0.8758189566135407,0.01781517899449601,0.4144998788833618,0.788525402545929,0.6339681307673455,0.045143354629215045,0.3390323519706726,0.8608236312866211,0.6782124175131321,0.05629531908648973,0.3729870319366455,0.7918320298194885,0.6544858341217041,0.04511891077463404,0.0,0.617376210845088,0.2755713864166151,0.10314694065200443,1.1944830130517323e-238,0.6503839221585275,0.3723551550024569,0.0869581674996495,0.02632443979382515,0.9858438372612,0.9180058694966138,0.056414535040062073,0.012475283816456795,0.9949983954429626,0.8718580609969795,0.14817506121630508,-0.89019775390625,0.9454269409179688,0.3096318131810143,0.28462479630107423,1.1949794497922994e-05,0.9999634027481079,0.6973027144007301,0.4248451000269268,0.018038857728242874,0.988502303759257,0.9315743472212497,0.09972995328051168,0.0,1.0,0.9575499999999999,0.1299527595790956,11.059567213058472,45.43683934211731,34.115610014677046,8.203344954409383,1.0,117.0,73.22,19.140992659734238,92.9,0.6,6.5
huggingface:chat_Uni-SMART/SciLitLLM1.5-7B,0.08823529411764706,0.6666666666666666,0.34937746251491925,0.10965613354004376,0.0,0.5161290322580646,0.12866246849448626,0.09064175128439392,0.05194805194805195,0.65625,0.24849065045214616,0.09178847376723756,0.7973187565803528,0.9649874567985535,0.8815537927150726,0.02641461487662702,0.7766513824462891,0.9438233375549316,0.8655660004615784,0.024813077163524957,0.8152777552604675,0.947169303894043,0.8732200741171837,0.020579445452935486,0.48476725816726685,0.9097896218299866,0.6780070362687111,0.059830445138934756,0.3920133113861084,0.8496062755584717,0.6239066896736621,0.06415732623907189,0.45918092131614685,0.8590317964553833,0.6476863684356212,0.04999305425461401,0.02044989775051125,0.627761121610653,0.19732311432873664,0.10987554602807767,4.8495387866986246e-05,0.6860094024139773,0.29870607063799326,0.15668212074364773,0.3113113343715668,0.9896125197410583,0.844814137518406,0.08075674045948755,0.0005960266571491957,0.9985103011131287,0.9097940435393248,0.16831922219968987,-0.8551025390625,0.9925022125244141,0.4815198528925578,0.356510570455619,6.812999799876707e-06,0.999984622001648,0.7744039528387875,0.3966512320345899,0.014041566289961338,0.99031001329422,0.9528787410262972,0.10422984815193496,0.0,1.0,0.9709000000000001,0.1468024787862173,4.241689682006836,27.91504716873169,11.75249886059761,6.714406589556053,8.0,99.0,34.706,20.6780454588919,88.5,11.5,0.0
huggingface:chat_Uni-SMART/SciLitLLM1.5-14B,0.0,0.8113207547169812,0.38756156753242854,0.10918322623172852,0.0,0.6346153846153846,0.14344816144558797,0.09038392764739003,0.0,0.6530612244897959,0.2661109910974826,0.09154573525535281,0.7429313063621521,0.9544342756271362,0.8799341349601746,0.023978414758092915,0.7651365995407104,0.9508349895477295,0.8739310787916184,0.02442191057831536,0.7538705468177795,0.941445529460907,0.8767359825968742,0.020578393007456244,0.4293134808540344,0.8535085916519165,0.6684202788472176,0.05693057692154987,0.35677632689476013,0.8628642559051514,0.6481881170272827,0.06270184834155308,0.38969820737838745,0.8389041423797607,0.656689699947834,0.051629688737369187,0.0,0.6962238522140722,0.2372405607943808,0.11256247319609482,1.9486643708058485e-238,0.7960827325797781,0.3894754382967406,0.13729075203827804,-0.009444030001759529,0.9881031513214111,0.8455999093335121,0.08630576219753185,0.0009837066754698753,0.9981167912483215,0.8594633728279732,0.21754468788283163,-0.9838790893554688,0.9885673522949219,0.4240666873296102,0.3612785971118619,8.263475137937348e-06,0.999983549118042,0.6817734445533843,0.4407973914657776,0.01843308098614216,0.9890921115875244,0.9154151856618157,0.16873016340914135,0.0,1.0,0.9415666666666666,0.19817918659637293,34.555936098098755,233.83741450309753,119.8281441104412,49.047222929952696,1.0,106.0,43.001,17.219959320509442,95.89999999999999,3.9,0.2
huggingface:chat_aaditya/OpenBioLLM-Llama3-8B,0.0,0.6601941747572815,0.1991395499533879,0.14570850816781464,0.0,0.396039603960396,0.05089418594078971,0.06422246312780092,0.0,0.5825242718446603,0.13612589078074383,0.09961067155518157,0.6989995241165161,0.9220927357673645,0.8402221321463584,0.05635388274956486,0.7376935482025146,0.9395184516906738,0.8313844054341316,0.040872842155926355,0.735611081123352,0.9236841797828674,0.8353929466605187,0.04591425299804554,0.35951948165893555,0.7734390497207642,0.5870155099928379,0.0966229069173698,0.31242936849594116,0.8335873484611511,0.5296032719612122,0.11591454236272515,0.3491520583629608,0.7954066395759583,0.554702057749033,0.10203823859946483,0.0,0.553479488457067,0.10955019621363055,0.10492998809582439,0.0,0.6583400599045426,0.19555487625504742,0.1559112317011212,-0.12513689696788788,0.9719927310943604,0.5874693621359766,0.3153115085382701,0.0014822838129475713,0.9935257434844971,0.4605958759939531,0.33979213512740547,-0.978302001953125,0.93017578125,-0.13855764480772473,0.4270495586686353,1.3833860975864809e-05,0.9999430179595947,0.7469204422839494,0.4064539555904296,0.012438244186341763,0.986281156539917,0.5493516899402764,0.39216552962565004,0.0,1.0,0.5855107142857143,0.47614514629335325,5.873894691467285,39.18942213058472,14.905223209619523,10.7106645462479,1.0,107.0,30.893,27.10091420967197,76.9,22.7,0.4
huggingface:conversational_BioMistral/BioMistral-7B,0.0,0.7540983606557377,0.3696050587469956,0.09203487232456936,0.0,0.5166666666666666,0.12732979398167452,0.07731506653131992,0.0,0.512396694214876,0.2389628213567266,0.07339150765201982,0.7944598197937012,0.9263811111450195,0.8593730180263519,0.020169805365492247,0.7589960098266602,0.9450832009315491,0.8760644309520721,0.022529447253982704,0.7894474864006042,0.9256887435913086,0.8675231135487557,0.018926929395174697,0.4353357255458832,0.7684425115585327,0.6189102985858917,0.0471416772374377,0.37601450085639954,0.8372304439544678,0.6599815798699856,0.05547025171821453,0.40748339891433716,0.7838932275772095,0.6382288163900376,0.04768058421132246,0.0,0.7120873786407768,0.2625949848520022,0.10054554208464198,0.033240910153341414,0.6834924059265867,0.3809135520130971,0.08253133465317358,0.024589458480477333,0.9944538474082947,0.8879610214661807,0.08301726439177927,0.004474165849387646,0.9974336624145508,0.8419089616602287,0.16241056676952312,-0.52061767578125,0.9918642044067383,0.4162118807361239,0.2614719002969518,8.337766303156968e-06,0.9999663829803467,0.5203704930898885,0.47277041437373085,0.03278438141569495,0.9904354929924011,0.8978479532810881,0.13072837590545358,0.0,1.0,0.9064785714285715,0.16188412261654567,1.0140256881713867,5.978949785232544,5.4177081923484804,0.68119709230206,16.0,104.0,70.611,12.044653544207902,99.9,0.0,0.1
ollama_deepseek-r1:1.5b,0.0,0.6446280991735538,0.359838638979444,0.09322906613026263,0.0,0.3132530120481928,0.10655444054809035,0.0608921146104372,0.0,0.48,0.22805631265123,0.06743679004590733,0.7382494211196899,0.9493575692176819,0.8709060803055764,0.02487542773939698,0.7513295412063599,0.933854341506958,0.8749787693023682,0.024297665805428963,0.7487927675247192,0.9302688837051392,0.8727658828496933,0.02135902536453304,0.39943772554397583,0.8134665489196777,0.6389482433199882,0.053927406550218555,0.3249503970146179,0.8193330764770508,0.6491542576253414,0.06372489356438782,0.361770361661911,0.784203052520752,0.6425411555767059,0.05090873032324742,0.0,0.5563295054191431,0.2219768001102045,0.09154914680434961,3.413331222174232e-243,0.6762110156444332,0.36418834653906823,0.11312638765043745,-0.006183072924613953,0.9863089323043823,0.8750719978474081,0.11368657078779836,0.0017353567527607083,0.9965283274650574,0.8098083437894238,0.2056474973993869,-0.9540557861328125,0.936614990234375,0.20786447031384422,0.33610279047534747,6.84739234202425e-06,0.9999814033508301,0.6448897389933286,0.44509383169399364,0.017884332686662674,0.9873709082603455,0.8747106757305539,0.18336542725954894,0.0,1.0,0.8610249999999999,0.25915421716658743,1.2396223545074463,8.859894752502441,2.964780807495117,0.8273568612921017,1.0,138.0,56.594,24.113505842162393,93.4,3.3000000000000003,3.3000000000000003
ollama_deepseek-r1:8b,0.0,0.6153846153846154,0.36387588716842506,0.10880317929266115,0.0,0.3614457831325301,0.10700850495928145,0.0678737870721206,0.0,0.5277777777777778,0.23198225613314566,0.07982612449995784,0.7326715588569641,0.9304879903793335,0.8665091279149055,0.02417260919024898,0.7496912479400635,0.9377848505973816,0.8754720231890678,0.027232639768758348,0.744718611240387,0.9260294437408447,0.8708344694972038,0.02341583633326925,0.4046270251274109,0.8118595480918884,0.6371541834771633,0.05573662115955209,0.3110716938972473,0.8286345601081848,0.6499957581460476,0.07163839875366858,0.35696396231651306,0.8131983876228333,0.6425490654408932,0.059685036978092736,0.0,0.506050605060506,0.21472411035703445,0.09701958050663559,2.052385482246125e-242,0.6595193898849077,0.4027132042219345,0.10290315751403242,-0.010986767709255219,0.9858127236366272,0.8425165060330182,0.1374125190430721,0.0023666766937822104,0.9958042502403259,0.818419077316532,0.1976501048367236,-0.9468231201171875,0.9558067321777344,0.15449956556955974,0.3552235196283852,8.129778507282026e-06,0.9999517202377319,0.6127018741402844,0.45069697273361803,0.015093313530087471,0.9864493012428284,0.8890935922355391,0.1641159133091699,0.0,1.0,0.9392666666666667,0.1836491703705132,4.518438816070557,20.848257303237915,9.905097746372222,1.8241508236529145,1.0,97.0,49.186,15.00744495242278,98.1,1.9,0.0
ollama_deepseek-r1:14b,0.0,0.6495726495726495,0.38971384933992426,0.08839933320182294,0.0,0.3333333333333333,0.12137968757291989,0.0651211507047418,0.0,0.49382716049382713,0.24649860230661766,0.07108803316567824,0.736282467842102,0.93684983253479,0.8697862948179245,0.021243704745559724,0.7500975131988525,0.9344598650932312,0.8845167344212532,0.022387592135606517,0.7448241710662842,0.9235052466392517,0.8769885915517807,0.019696594719526207,0.3993268311023712,0.8292678594589233,0.6394743268787861,0.049056954117158026,0.2842848300933838,0.8184521198272705,0.6767121537923813,0.059498868320035474,0.3368739187717438,0.8000840544700623,0.6568724975585938,0.05037723302854177,0.0,0.6027027027027027,0.260092069146575,0.0922357087191784,3.0460101311641254e-240,0.67882491756511,0.3901977910093426,0.08708063685058862,-0.009443962946534157,0.9832340478897095,0.9038268289472908,0.0930610057145818,0.019708404317498207,0.9933706521987915,0.8646758781578392,0.15298801244981325,-0.941009521484375,0.9115457534790039,0.1883115566026597,0.3020285937112699,6.113815743447049e-06,0.9999560117721558,0.6638812425677137,0.43479841233393185,0.016057979315519333,0.9877153187990189,0.9184384200316366,0.12809655952269988,0.0,1.0,0.9632999999999999,0.1411000393731735,8.956230640411377,45.30651044845581,19.245906299591063,4.0740139250070175,1.0,121.0,65.031,15.343403761877612,98.2,0.8999999999999999,0.8999999999999999
ollama_gemma3:4b,0.0,0.6981132075471699,0.3885155189498795,0.08077735896646884,0.0,0.41739130434782606,0.12295684354921746,0.0647082305445345,0.0,0.5333333333333333,0.2437372120517847,0.06424509116950387,0.737991213798523,0.9228734374046326,0.8675912487506866,0.017410888009594602,0.75834059715271,0.9491716027259827,0.8866810382604599,0.020250266003457515,0.7483314275741577,0.9282371401786804,0.8769468569159508,0.01678291456923012,0.40722352266311646,0.7719547748565674,0.6324798019528389,0.041649857084686805,0.3379780054092407,0.8380969762802124,0.6832331982254982,0.051095977680160776,0.3693835437297821,0.7976561784744263,0.6564181781411171,0.04294132034079011,0.0,0.6123370154285731,0.2683712645890301,0.08549516160023665,1.231781760603195e-237,0.6442671920267754,0.366852295745532,0.07360310064529162,0.05491118133068085,0.9832943677902222,0.9188077939376235,0.052334063063350734,0.07652869820594788,0.9946495890617371,0.8643425277620554,0.13051073924760817,-0.75042724609375,0.920190175374349,0.17942251199086506,0.2673278846880099,7.680728231207468e-06,0.9999433755874634,0.6216560478736828,0.45008611270153637,0.020107273012399673,0.9871043711900711,0.9391961738964543,0.08162152316477882,0.0,1.0,0.9734333333333334,0.09712129300805028,0.19337844848632812,3.501980781555176,2.0088260560035707,0.3945797334879591,1.0,108.0,74.525,10.332926739312535,99.2,0.2,0.6
ollama_gemma3:12b,0.03333333333333333,0.6307692307692309,0.3821594157248926,0.07530362308104617,0.0,0.38461538461538464,0.1156697884685278,0.059517527106441544,0.03333333333333333,0.45762711864406785,0.239185659373296,0.06012556794371867,0.812822163105011,0.9192436933517456,0.8682946190834046,0.015767556759113517,0.8094732761383057,0.9310495853424072,0.8840253195166587,0.019447789001073326,0.8208237290382385,0.9182222485542297,0.8760088606476784,0.015571251982217623,0.5110118389129639,0.7756290435791016,0.6335642429590225,0.0403679520102707,0.4935970902442932,0.804348886013031,0.6782113677859306,0.04863529060220467,0.5021535158157349,0.7660865187644958,0.6546977802515029,0.04112919117631055,0.012626262626262628,0.5472380912594388,0.25462286650165245,0.08111303841109943,0.05421213981283293,0.6465975563444718,0.3706175486067299,0.0702626561330688,0.09937642514705658,0.9834067821502686,0.9160240927785634,0.04535879516863286,0.015852104872465134,0.9912797808647156,0.868812847442925,0.13670970872791421,-0.7689208984375,0.9294001261393229,0.10437496884663901,0.27650039429238427,1.1452984836068936e-05,0.9999639987945557,0.6286610213229332,0.4442517254937593,0.22185419127345085,0.9870053082704544,0.9228234967915496,0.09257938297831596,0.0,1.0,0.9856833333333332,0.06836405610162892,0.836747407913208,6.472907543182373,4.147376942157745,0.6591842260674257,18.0,108.0,71.797,8.194985722989394,99.9,0.0,0.1
ollama_llama3.2:1b,0.06349206349206349,0.6153846153846153,0.3727312317001021,0.07798585529502605,0.0,0.39062500000000006,0.11720356480295183,0.062274315766457325,0.06349206349206349,0.4296296296296297,0.23085106345396958,0.05861683030189519,0.8071362972259521,0.9141474366188049,0.8641322304010391,0.015746422415091176,0.8081802129745483,0.9379547834396362,0.8823629813194275,0.019469932760023775,0.8217741250991821,0.9147786498069763,0.8730587126612663,0.015201558856532016,0.5045138001441956,0.7475727796554565,0.6226882239580155,0.038645273968367075,0.48300760984420776,0.8165860176086426,0.6738895927965641,0.0485613698660292,0.5312206149101257,0.7579060196876526,0.6467771773934364,0.03969425425830032,0.013736263736263736,0.6151227814247507,0.27757259368055714,0.09066899190622528,0.052257279693988926,0.6465395258024955,0.34668407367461396,0.07394245156747482,0.4421132206916809,0.9854621291160583,0.9182963389158249,0.04337462326760101,0.03279891237616539,0.9923645257949829,0.8573535984493792,0.14609303498921397,-0.5659103393554688,0.9584598541259766,0.2585282504013606,0.2562292129214953,7.165361694205785e-06,0.999946117401123,0.6468156707613766,0.4462736495340294,0.1607166521716863,0.9879836440086365,0.9231092590576282,0.10277146898134784,0.2,1.0,0.9323380952380953,0.1389663672421849,0.4276883602142334,1.7051079273223877,0.8322546954154968,0.148486397368618,13.0,118.0,82.572,11.472088563117005,96.8,0.1,3.1
ollama_llama3.2:3b,0.14414414414414414,0.6099290780141844,0.3824829997508393,0.0782994029760578,0.0,0.3611111111111111,0.1269279848744869,0.06502807752133688,0.08888888888888888,0.4492753623188406,0.23885359463428577,0.06139470771951406,0.8189265727996826,0.925513744354248,0.8649458408951759,0.015495567061122735,0.8064999580383301,0.9327586889266968,0.885821088731289,0.02008159783610365,0.8266948461532593,0.915860116481781,0.875167927801609,0.01551172771324872,0.5114802122116089,0.7737070918083191,0.6248716458678245,0.03877922735187206,0.5077837705612183,0.8148419857025146,0.6838908795714378,0.05001855431935435,0.5329190492630005,0.7764356732368469,0.6525286839604377,0.04028352233258255,0.06557377049180328,0.5720862577848075,0.2888789598520423,0.09190007153907487,0.11229387224700112,0.6329393161590955,0.3406875701859275,0.07101172892208203,0.5311791300773621,0.9893721342086792,0.9290130066871644,0.036188994792879584,0.003511487040668726,0.992094874382019,0.860454552823212,0.1439328717035918,-0.6803741455078125,0.9463653564453125,0.26372790533474516,0.252067495929753,7.988442121131811e-06,0.9999403953552246,0.5527978451359767,0.46307488670158303,0.06231880560517311,0.9876940965652465,0.928225823842122,0.09569646681654366,0.0,1.0,0.9641559523809524,0.10914931522669202,0.5689573287963867,2.570899486541748,1.6855131084918975,0.25806024583572595,18.0,97.0,83.819,9.576546298118128,100.0,0.0,0.0
ollama_medllama2:7b,0.0,0.706896551724138,0.32642904621104774,0.1320709468828978,0.0,0.4347826086956522,0.10013206117264993,0.07166375397016853,0.0,0.5142857142857142,0.20792150041756016,0.09253002011766005,0.7268511056900024,0.9239058494567871,0.8563801298141479,0.041252390801922584,0.7326947450637817,0.9369505643844604,0.8658154065012932,0.03697967457492023,0.7351595163345337,0.9179144501686096,0.8609352260231972,0.037741902572852,0.379377543926239,0.7945637702941895,0.6134075871706008,0.07241916737837521,0.31104499101638794,0.854316771030426,0.6249754272699356,0.10245768949508471,0.341829776763916,0.7695149779319763,0.6179492456912994,0.0854824940783647,0.0,0.6431237162959402,0.22439481659448496,0.11538517013544428,3.591526388055532e-254,0.6314759323945731,0.3499533045474437,0.13778716196043178,-0.12513694167137146,0.9810044765472412,0.7984507681257091,0.2524371452290392,0.0005177016137167811,0.9943605661392212,0.7652103818666656,0.27641434076420146,-0.9501190185546875,0.9249801635742188,0.10812184418099267,0.415499529913079,1.1073633686464746e-05,0.9999327659606934,0.7023241547227581,0.4275055746759882,0.015425646677613258,0.9886666238307953,0.8165396456915405,0.2965898724179454,0.0,1.0,0.8390738095238095,0.32824550846360506,0.3310098648071289,6.274527072906494,1.9062955071926118,0.6823063165477569,1.0,176.0,60.084,26.583057461473462,85.8,9.700000000000001,4.5
ollama_mistral:7b,0.0784313725490196,0.6363636363636365,0.38127505652937776,0.07895027162283022,0.0,0.3495145631067962,0.13474309361094197,0.06667819575180668,0.0392156862745098,0.5333333333333333,0.24380340462525735,0.06545904494328374,0.8035866022109985,0.9293010830879211,0.858777404665947,0.01760229609764543,0.8012157678604126,0.9389450550079346,0.8877731039524078,0.019053327394385363,0.8238826394081116,0.9253214001655579,0.8729296902418137,0.015667216902735308,0.48810720443725586,0.7614086270332336,0.6178220597505569,0.04168183671191286,0.45661115646362305,0.8512908220291138,0.6908220412135124,0.04937331717500905,0.502140998840332,0.774728536605835,0.651653670668602,0.04070904158061187,0.0439882697947214,0.6433689402562532,0.3043558849395672,0.0945234425501165,0.13624487342209982,0.6402552977131163,0.32884658070825606,0.07928852239502669,0.41753309965133667,0.992987334728241,0.9409076625704765,0.037491640737849136,0.2514919936656952,0.9949370622634888,0.9132813997864723,0.11523015231731125,-0.5605112711588541,0.9781595865885416,0.33286971706511487,0.2548690670874564,7.5203479354968295e-06,0.9999485015869141,0.7051045884563073,0.4170492468147866,0.3635294511914253,0.9873778025309244,0.9469407597905076,0.07589708101883041,0.0,1.0,0.9827738095238095,0.08227697040045072,1.3125479221343994,8.707777261734009,3.9079722769260408,0.9862513196888689,17.0,214.0,94.693,21.718258470696956,61.4,0.0,38.6
ollama_PetrosStav/gemma3-tools:4b,0.09090909090909091,0.706896551724138,0.3913001762107317,0.08218512872737993,0.0,0.4536082474226804,0.12273328168164246,0.06625131845571855,0.08955223880597016,0.5689655172413792,0.2485050835583995,0.06525607363602537,0.8136405944824219,0.9311676025390625,0.8725941988825798,0.017649874276861464,0.8079927563667297,0.9500802159309387,0.88389755153656,0.019982881519816077,0.8260956406593323,0.934313952922821,0.8781204358935356,0.0166688961032263,0.4937351942062378,0.799714207649231,0.6447540827989579,0.04324823225589269,0.4812307357788086,0.8406131267547607,0.6761997477114201,0.04976915095321691,0.4874027669429779,0.806253969669342,0.659617749363184,0.04301041661583464,0.03731343283582089,0.6184631997864545,0.2521651193431851,0.0866912642025989,0.06964261514546911,0.6753150543125118,0.4031156833722047,0.07458835509081523,0.12330769002437592,0.9788297414779663,0.9064438708275556,0.04775874532151004,0.005480670370161533,0.9951574206352234,0.8730229635545984,0.12939930898152352,-0.6804771423339844,0.9004001617431641,0.2022112720489502,0.2833717077610495,6.655685410805745e-06,0.999969482421875,0.6354067723793991,0.4444334837900016,0.3883741796016693,0.9867918690045675,0.9423409226616224,0.07232537257838519,0.0,1.0,0.9745666666666666,0.09006683320981396,0.5815532207489014,3.3517608642578125,1.7889008021354675,0.3299642287191821,24.0,95.0,62.767,9.57437783879454,100.0,0.0,0.0
